Date,Close,DayRange,HML,Low,Open,ema_15,Ret,Vol,y,r0,r1,r2,r3,fet0,fet1,fet2,fet3,fet4,fet5,fet6,fet7,fet8,fet9,fet10,fet11,fet12,fet13,fet14,fet15,fet16,im1,im2,im3,im4,im5,im6,im7
2016-09-30,10.93,0.008234217749313802,0.012762078395624377,10.93,10.97,10.48989941106793,0.007319304666056681,0.043086061172580126,1,0.005519779208831732,0.026291079812206464,0.07684729064039408,0.047938638542665446,-0.04026537867631019,-0.040751803278440746,-0.026878293938205733,0.01702982908465711,-0.007905463338252705,0.014304894701474336,-0.016468118083513672,-0.006555965210923165,0.00048642460213055294,-0.013873509340235013,-0.043908123022862844,0.024935292422909816,-1.0,0.0,0.014359933942365566,0.03003461368262783,-3.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
2016-10-03,11.1,0.007207207207207214,0.024456521739130262,11.1,11.04,10.566161984684438,-0.05135135135135138,0.05747111225060419,-1,0.015553522415370447,0.021159153633854677,0.04225352112676051,0.09359605911330049,-0.04809351489329383,-0.04026537867631019,-0.040751803278440746,-0.026878293938205733,0.01702982908465711,-0.007905463338252705,0.014304894701474336,-0.016468118083513672,-0.007828136216983639,0.00048642460213055294,-0.013873509340235013,-0.043908123022862844,-1.0,0.0,-0.008314560819114192,0.014359933942365566,-3.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
2016-10-04,11.09,0.009918845807033312,0.014311270125223596,11.09,11.18,10.631641736598883,-0.046889089269612216,0.04332202328687032,-1,-0.0009009009009008917,0.014638609332113361,0.02023919043238287,0.04131455399061035,-0.04133077217322967,-0.04809351489329383,-0.04026537867631019,-0.040751803278440746,-0.026878293938205733,0.01702982908465711,-0.007905463338252705,0.014304894701474336,0.006762742720064163,-0.007828136216983639,0.00048642460213055294,-0.013873509340235013,-1.0,0.0,0.014590878937047802,-0.008314560819114192,-3.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
2016-10-05,11.35,0.004405286343612398,0.015004413062665534,11.35,11.33,10.721436519524023,-0.09427312775330399,0.050042246657554745,-2,0.023444544634806164,0.022522522522522515,0.038426349496797796,0.04415823367065319,-0.05538004233268523,-0.04133077217322967,-0.04809351489329383,-0.04026537867631019,-0.040751803278440746,-0.026878293938205733,0.01702982908465711,-0.007905463338252705,-0.014049270159455562,0.006762742720064163,-0.007828136216983639,0.00048642460213055294,-1.0,0.0,-0.020812012879519726,0.014590878937047802,-5.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
2016-10-06,11.51,0.0026064291920068947,0.013949433304271895,11.51,11.47,10.82000695458352,-0.12423979148566466,0.05015521334065093,-2,0.014096916299559448,0.037871956717763666,0.036936936936937004,0.05306495882891116,-0.0599472671951764,-0.05538004233268523,-0.04133077217322967,-0.04809351489329383,-0.04026537867631019,-0.040751803278440746,-0.026878293938205733,0.01702982908465711,-0.0045672248624911704,-0.014049270159455562,0.006762742720064163,-0.007828136216983639,-1.0,0.0,0.009482045296964392,-0.020812012879519726,-5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
2016-10-07,11.33,0.015887025595763434,0.02088772845953002,11.33,11.49,10.883756085260579,-0.11915269196822587,0.03658224699949376,-2,-0.0156385751520417,-0.0017621145374449032,0.021641118124436476,0.02072072072072073,-0.03938604719677152,-0.0599472671951764,-0.05538004233268523,-0.04133077217322967,-0.04809351489329383,-0.04026537867631019,-0.040751803278440746,-0.026878293938205733,0.020561219998404878,-0.0045672248624911704,-0.014049270159455562,0.006762742720064163,-1.0,0.0,0.02512844486089605,0.009482045296964392,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-10,11.67,0.008568980291345299,0.021682567215958404,11.67,11.53,10.982036574603006,-0.12939160239931446,0.034032798239551354,-2,0.030008826125331067,0.013900955690703709,0.028193832599118895,0.05229936880072139,-0.058951450333932676,-0.03938604719677152,-0.0599472671951764,-0.05538004233268523,-0.04133077217322967,-0.04809351489329383,-0.04026537867631019,-0.040751803278440746,-0.019565403137161153,0.020561219998404878,-0.0045672248624911704,-0.014049270159455562,-1.0,0.0,-0.04012662313556603,0.02512844486089605,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-11,11.58,0.013816925734024193,0.02224123182207005,11.58,11.69,11.05678200277763,-0.1278065630397237,0.014356480961504518,-2,-0.007712082262210762,0.02206531332744932,0.006081668114682914,0.02026431718061672,-0.045182901314539725,-0.058951450333932676,-0.03938604719677152,-0.0599472671951764,-0.05538004233268523,-0.04133077217322967,-0.04809351489329383,-0.04026537867631019,0.01376854901939295,-0.019565403137161153,0.020561219998404878,-0.0045672248624911704,-1.0,0.0,0.0333339521565541,-0.04012662313556603,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-12,11.43,0.005249343832021041,0.01134380453752182,11.43,11.46,11.103434252430427,-0.10061242344706911,0.011655760730718166,-2,-0.012953367875647714,-0.020565552699228773,0.008826125330979595,-0.0069504778453518545,-0.028570931545894407,-0.045182901314539725,-0.058951450333932676,-0.03938604719677152,-0.0599472671951764,-0.05538004233268523,-0.04133077217322967,-0.04809351489329383,0.01661196976864532,0.01376854901939295,-0.019565403137161153,0.020561219998404878,-1.0,0.0,0.0028434207492523678,0.0333339521565541,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-13,11.49,0.0017406440382941315,0.023642732049036663,11.49,11.42,11.151754970876622,-0.12619669277632728,0.011854773219161957,-2,0.005249343832021136,-0.007772020725388629,-0.015424164524421524,0.014121800529567574,-0.029438209671312277,-0.028570931545894407,-0.045182901314539725,-0.058951450333932676,-0.03938604719677152,-0.0599472671951764,-0.05538004233268523,-0.04133077217322967,-0.0008672781254178696,0.01661196976864532,0.01376854901939295,-0.019565403137161153,-1.0,0.0,-0.017479247894063188,0.0028434207492523678,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-14,11.44,0.006118881118881144,0.013913043478260943,11.44,11.5,11.187785599517047,-0.14597902097902093,0.016267264750773527,-2,-0.004351610095735481,0.0008748906386701893,-0.012089810017271163,-0.019708654670094305,-0.02204671332892938,-0.029438209671312277,-0.028570931545894407,-0.045182901314539725,-0.058951450333932676,-0.03938604719677152,-0.0599472671951764,-0.05538004233268523,0.007391496342382897,-0.0008672781254178696,0.01661196976864532,0.01376854901939295,-1.0,0.0,0.008258774467800767,-0.017479247894063188,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-17,11.37,0.0052770448548813105,0.0140227870289219,11.37,11.41,11.210562399577414,-0.13192612137203164,0.016438070802024488,-2,-0.006118881118881148,-0.010443864229765065,-0.005249343832021025,-0.0181347150259068,-0.014022656149743629,-0.02204671332892938,-0.029438209671312277,-0.028570931545894407,-0.045182901314539725,-0.058951450333932676,-0.03938604719677152,-0.0599472671951764,0.00802405717918575,0.007391496342382897,-0.0008672781254178696,0.01661196976864532,-1.0,0.0,0.0006325608368028535,0.008258774467800767,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-18,11.45,0.004366812227074298,0.015679442508710673,11.45,11.48,11.24049209963024,-0.096943231441048,0.020990975142422853,-2,0.0070360598065084545,0.0008741258741258306,-0.003481288076588429,0.0017497812773403787,-0.01829763322006639,-0.014022656149743629,-0.02204671332892938,-0.029438209671312277,-0.028570931545894407,-0.045182901314539725,-0.058951450333932676,-0.03938604719677152,-0.004274977070322761,0.00802405717918575,0.007391496342382897,-0.0008672781254178696,-1.0,0.0,-0.012299034249508511,0.0006325608368028535,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-19,11.66,0.011149228130360121,0.02074330164217797,11.66,11.57,11.29293058717646,-0.12264150943396224,0.017901971087705,-2,0.0183406113537119,0.025505716798592815,0.019230769230769384,0.014795474325500324,-0.0314810817172847,-0.01829763322006639,-0.014022656149743629,-0.02204671332892938,-0.029438209671312277,-0.028570931545894407,-0.045182901314539725,-0.058951450333932676,-0.013183448497218309,-0.004274977070322761,0.00802405717918575,0.007391496342382897,-1.0,0.0,-0.008908471426895548,-0.012299034249508511,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-20,11.43,0.00962379702537178,0.01305483028720611,11.43,11.49,11.310064263779399,-0.1137357830271215,0.018505211078214165,-2,-0.019725557461406584,-0.0017467248908296096,0.005277044854881341,-0.0008741258741258306,-0.0104930652861418,-0.0314810817172847,-0.01829763322006639,-0.014022656149743629,-0.02204671332892938,-0.029438209671312277,-0.028570931545894407,-0.045182901314539725,0.020988016431142897,-0.013183448497218309,-0.004274977070322761,0.00802405717918575,-1.0,0.0,0.034171464928361206,-0.008908471426895548,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-21,11.48,0.0017421602787456073,0.01491228070175443,11.48,11.4,11.331306230806975,-0.10104529616724744,0.01459536817592933,-2,0.004374453193350947,-0.015437392795883298,0.0026200873362447474,0.009674582233949014,-0.01295241891925314,-0.0104930652861418,-0.0314810817172847,-0.01829763322006639,-0.014022656149743629,-0.02204671332892938,-0.029438209671312277,-0.028570931545894407,-0.0024593536331113386,0.020988016431142897,-0.013183448497218309,-0.004274977070322761,-1.0,0.0,-0.023447370064254236,0.034171464928361206,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-24,11.43,0.0008748906386701476,0.021145374449339168,11.43,11.35,11.3436429519561,-0.05774278215223094,0.02492470557183566,-1,-0.004355400696864131,0.0,-0.019725557461406584,-0.0017467248908296096,-0.007555297291679697,-0.01295241891925314,-0.0104930652861418,-0.0314810817172847,-0.01829763322006639,-0.014022656149743629,-0.02204671332892938,-0.029438209671312277,0.005397121627573442,-0.0024593536331113386,0.020988016431142897,-0.013183448497218309,-1.0,0.0,0.007856475260684781,-0.023447370064254236,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-25,11.24,0.016014234875444813,0.017636684303350858,11.24,11.34,11.330687582961591,-0.05427046263345192,0.03189011754595221,-1,-0.016622922134733153,-0.020905923344947785,-0.016622922134733153,-0.03602058319039447,0.008068290299073855,-0.007555297291679697,-0.01295241891925314,-0.0104930652861418,-0.0314810817172847,-0.01829763322006639,-0.014022656149743629,-0.02204671332892938,0.015623587590753552,0.005397121627573442,-0.0024593536331113386,0.020988016431142897,1.0,2.0,0.01022646596318011,0.007856475260684781,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-26,11.09,0.019837691614066785,0.0252935862691962,11.09,11.07,11.300601635091393,-0.03787195671776378,0.03264765716511832,-1,-0.013345195729537407,-0.02974628171478566,-0.03397212543554007,-0.02974628171478566,0.018990228592551173,0.008068290299073855,-0.007555297291679697,-0.01295241891925314,-0.0104930652861418,-0.0314810817172847,-0.01829763322006639,-0.014022656149743629,0.010921938293477318,0.015623587590753552,0.005397121627573442,-0.0024593536331113386,1.0,0.0,-0.004701649297276234,0.01022646596318011,-5.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-27,11.21,0.00802854594112398,0.01605709188224813,11.21,11.21,11.289276430704968,-0.07850133809099025,0.024399498907256484,-2,0.010820559062218349,-0.002669039145907437,-0.01924759405074361,-0.023519163763066175,0.0070719385107018695,0.018990228592551173,0.008068290299073855,-0.007555297291679697,-0.01295241891925314,-0.0104930652861418,-0.0314810817172847,-0.01829763322006639,-0.011918290081849303,0.010921938293477318,0.015623587590753552,0.005397121627573442,1.0,0.0,-0.02284022837532662,-0.004701649297276234,-3.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016-10-28,11.01,0.019981834695731213,0.027027027027027084,11.01,11.1,11.254366876866849,-0.05177111716621252,0.014653013658893736,-1,-0.017841213202497874,-0.007213706041478862,-0.020462633451957313,-0.03674540682414695,0.022194993357570247,0.0070719385107018695,0.018990228592551173,0.008068290299073855,-0.007555297291679697,-0.01295241891925314,-0.0104930652861418,-0.0314810817172847,0.015123054846868378,-0.011918290081849303,0.010921938293477318,0.015623587590753552,1.0,0.0,0.02704134492871768,-0.02284022837532662,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
2016-10-31,10.53,0.03323836657170004,0.03228782287822896,10.53,10.84,11.163821017258488,-0.04463437796771119,0.015422742225890641,-1,-0.043596730245231696,-0.060660124888492595,-0.0504959422903517,-0.06316725978647697,0.0601919294642439,0.022194993357570247,0.0070719385107018695,0.018990228592551173,0.008068290299073855,-0.007555297291679697,-0.01295241891925314,-0.0104930652861418,0.03799693610667365,0.015123054846868378,-0.011918290081849303,0.010921938293477318,1.0,0.0,0.022873881259805273,0.02704134492871768,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0
2016-11-01,10.57,0.01135288552507088,0.024413145539906037,10.57,10.65,11.08959339010118,0.03405865657521279,0.04195544163288442,1,0.003798670465337217,-0.03996366939146223,-0.05709188224799289,-0.046889089269612216,0.04915736897835199,0.0601919294642439,0.022194993357570247,0.0070719385107018695,0.018990228592551173,0.008068290299073855,-0.007555297291679697,-0.01295241891925314,-0.011034560485891909,0.03799693610667365,0.015123054846868378,-0.011918290081849303,1.0,0.0,-0.04903149659256556,0.022873881259805273,3.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0
2016-11-02,10.28,0.01750972762645929,0.02995169082125615,10.28,10.35,10.988394216338529,0.10214007782101175,0.0743771815701601,2,-0.027436140018921584,-0.023741690408357052,-0.06630336058128983,-0.08296164139161477,0.06890994322359245,0.04915736897835199,0.0601919294642439,0.022194993357570247,0.0070719385107018695,0.018990228592551173,0.008068290299073855,-0.007555297291679697,0.019752574245240462,-0.011034560485891909,0.03799693610667365,0.015123054846868378,1.0,0.0,0.03078713473113237,-0.04903149659256556,5.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2016-11-03,10.08,0.0188492063492063,0.02441406250000011,10.08,10.24,10.874844939296212,0.13888888888888884,0.08539573573495214,2,-0.01945525291828787,-0.04635761589403975,-0.042735042735042694,-0.08446866485013627,0.07885366461271937,0.06890994322359245,0.04915736897835199,0.0601919294642439,0.022194993357570247,0.0070719385107018695,0.018990228592551173,0.008068290299073855,0.009943721389126914,0.019752574245240462,-0.011034560485891909,0.03799693610667365,1.0,0.0,-0.009808852856113548,0.03078713473113237,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-04,9.98,0.014028056112224328,0.02808425275827464,9.98,9.97,10.762989321884188,0.13727454909819636,0.07854058570463118,2,-0.009920634920634885,-0.029182879377431803,-0.05581835383159883,-0.052231718898385515,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.04915736897835199,0.0601919294642439,0.022194993357570247,0.0070719385107018695,0.018990228592551173,-0.00039782073654826,0.009943721389126914,0.019752574245240462,-0.011034560485891909,1.0,0.0,-0.010341542125675174,-0.009808852856113548,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-07,10.16,0.0,0.01988071570576544,10.16,10.06,10.687615656648665,0.11122047244094468,0.04262994595835304,2,0.018036072144288484,0.007936507936507908,-0.011673151750972721,-0.03878902554399244,0.05193067486699454,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.04915736897835199,0.0601919294642439,0.022194993357570247,0.0070719385107018695,-0.026525169009176564,-0.00039782073654826,0.009943721389126914,0.019752574245240462,1.0,0.0,-0.026127348272628304,-0.010341542125675174,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-08,10.1,0.014851485148514887,0.02186878727634189,10.1,10.06,10.61416369956758,0.0980198019801981,0.019386559564692457,2,-0.005905511811023723,0.012024048096192397,0.001984126984126977,-0.017509727626459082,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.04915736897835199,0.0601919294642439,0.022194993357570247,-0.001023377880105425,-0.026525169009176564,-0.00039782073654826,0.009943721389126914,1.0,0.0,0.02550179112907114,-0.026127348272628304,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-09,10.28,0.008754863813229558,0.0325443786982248,10.28,10.14,10.572393237121632,0.10019455252918297,0.01978751585033658,2,0.017821782178217838,0.011811023622047223,0.03006012024048088,0.01984126984126977,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.04915736897835199,0.0601919294642439,-0.02246437508789767,-0.001023377880105425,-0.026525169009176564,-0.00039782073654826,1.0,0.0,-0.021440997207792245,0.02550179112907114,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-10,10.04,0.016932270916334834,0.016831683168316847,10.04,10.1,10.505844082481428,0.1394422310756973,0.019940660454003993,2,-0.023346303501945553,-0.005940594059405946,-0.011811023622047334,0.006012024048096087,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.04915736897835199,0.017955891097166665,-0.02246437508789767,-0.001023377880105425,-0.026525169009176564,1.0,0.0,0.040420266185064335,-0.021440997207792245,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-11,9.77,0.013306038894575309,0.0161943319838056,9.77,9.88,10.413863572171248,0.1893551688843398,0.038236972042579816,2,-0.02689243027888444,-0.049610894941634176,-0.0326732673267327,-0.038385826771653586,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.019503292650847825,0.017955891097166665,-0.02246437508789767,-0.001023377880105425,1.0,0.0,0.0015474015536811603,0.040420266185064335,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-14,9.87,0.0010131712259373415,0.03288797533401844,9.87,9.73,10.345880625649842,0.1884498480243162,0.04495172415812539,2,0.010235414534288667,-0.016932270916334646,-0.03988326848249024,-0.022772277227722793,0.04821485568894057,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,-0.017687249958065365,0.019503292650847825,0.017955891097166665,-0.02246437508789767,1.0,0.0,-0.03719054260891319,0.0015474015536811603,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-15,10.34,0.005802707930367553,0.03174603174603185,10.34,10.08,10.345145547443613,0.09477756286266925,0.04578021263625184,2,0.04761904761904767,0.05834186284544529,0.029880478087649376,0.005836575875486361,0.0004976351492855802,0.04821485568894057,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,-0.04771722053965499,-0.017687249958065365,0.019503292650847825,0.017955891097166665,1.0,0.0,-0.030029970581589627,-0.03719054260891319,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
